医院组织 id,公众号名称,公众号类型,公众号 appid,文章 id,文章标题,文章内容,文章 url,文章发布日期,oa_文章位置,oa_推送人数,oa_阅读来源,oa_阅读人数,oa_原文页阅读人数,oa_分享人数,oa_拇指赞人数,oa_收藏人数,oa_留言条数,oa_阅读后关注人数,oa_阅读送达率,oa_阅读完成率,oa_平均阅读时长（分钟）,oa_阅读跳出率,oa_统计日期,oa_每日阅读人数,oa_每日分享人数
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_1,胳膊稍一用力就疼！这病专盯30-50岁人群，家庭主妇、白领都容易中招！,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=1&sn=916953df6549902287f0741e84a36124&chksm=87f0daadb08753bb64e443b05444c318aca23532bbc9698205e37244ca421cc9e9485466f3f5#rd,2026-03-13,1,28952,"公众号消息:2891,聊天会话:111,朋友圈:111,公众号主页:32,其他:5,推荐:1,搜一搜:79",28952,0,999,21,19,0,2,0.00509747071192,0.141161769629,1.01834177971,0.251108825207,2026-03-22,3202,108
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_2,胸痛胸闷别忽视，可能是心梗前兆！注意这4个求救信号→,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=2&sn=188c31129d0f99aa0cb1afa837e6d17e&chksm=87f0daadb08753bb264ddb7951e25d7d367d64df6fcbcb823f123eeb06a383d20b10b00e0948#rd,2026-03-13,2,2064,"公众号消息:262,聊天会话:7,公众号主页:16,其他:2,推荐:1,搜一搜:67,朋友圈:0",2064,0,54,1,0,0,0,0.000461963791167,0.196022734046,1.20601189137,0.156363636255,2026-03-20,352,9
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_2,胸痛胸闷别忽视，可能是心梗前兆！注意这4个求救信号→,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=2&sn=188c31129d0f99aa0cb1afa837e6d17e&chksm=87f0daadb08753bb264ddb7951e25d7d367d64df6fcbcb823f123eeb06a383d20b10b00e0948#rd,2026-03-13,2,2429,"公众号消息:275,聊天会话:7,公众号主页:16,其他:2,推荐:1,搜一搜:67,朋友圈:0",2429,0,63,1,0,0,0,0.000484885676997,0.20000000298,1.26228666306,0.159722223878,2026-03-21,365,9
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_2,胸痛胸闷别忽视，可能是心梗前兆！注意这4个求救信号→,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=2&sn=188c31129d0f99aa0cb1afa837e6d17e&chksm=87f0daadb08753bb264ddb7951e25d7d367d64df6fcbcb823f123eeb06a383d20b10b00e0948#rd,2026-03-13,2,2800,"公众号消息:281,聊天会话:7,公众号主页:16,其他:2,推荐:1,搜一搜:67,朋友圈:0",2800,0,72,1,0,0,0,0.000495465006679,0.199460923672,1.26139163971,0.157534241676,2026-03-22,371,9
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_3,天天爬山锻炼，却把自己练进了医院！这个动作堪称“膝关节毁灭者”！,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=3&sn=e32ec94b0c36f47c10b971290dfa3e58&chksm=87f0daadb08753bba7050a0166ccdc67b03a14da43b734cf906baa56f24c92481ac4b6ea89a3#rd,2026-03-13,3,2112,"公众号消息:305,聊天会话:10,公众号主页:27,其他:1,搜一搜:23,朋友圈:0,推荐:0",2112,0,46,4,2,0,0,0.000537782267202,0.246575340629,1.7102380991,0.180505409837,2026-03-20,365,8
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_3,天天爬山锻炼，却把自己练进了医院！这个动作堪称“膝关节毁灭者”！,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=3&sn=e32ec94b0c36f47c10b971290dfa3e58&chksm=87f0daadb08753bba7050a0166ccdc67b03a14da43b734cf906baa56f24c92481ac4b6ea89a3#rd,2026-03-13,3,2492,"公众号消息:318,聊天会话:11,公众号主页:28,其他:1,搜一搜:23,朋友圈:0,推荐:0",2492,0,55,5,2,0,0,0.000560704153031,0.247368425131,1.75384616852,0.180212020874,2026-03-21,380,9
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_3,天天爬山锻炼，却把自己练进了医院！这个动作堪称“膝关节毁灭者”！,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=3&sn=e32ec94b0c36f47c10b971290dfa3e58&chksm=87f0daadb08753bba7050a0166ccdc67b03a14da43b734cf906baa56f24c92481ac4b6ea89a3#rd,2026-03-13,3,2881,"公众号消息:325,聊天会话:11,公众号主页:28,其他:1,搜一搜:25,朋友圈:0,推荐:0",2881,0,64,5,2,0,0,0.000573046680074,0.244215935469,1.73928976059,0.177083328366,2026-03-22,389,9
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_4,外地的朋友想购买生长贴？戳这里→,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=4&sn=ecb9a2a72887c7b4a5260a03dede2d20&chksm=87f0daadb08753bbfdcf33ec994e6716699effbc26635b02faa11de32b4a8b732b2975bf1007#rd,2026-03-13,4,1234,"公众号消息:149,聊天会话:9,公众号主页:6,其他:2,搜一搜:62,朋友圈:0,推荐:0",1234,0,71,2,1,0,3,0.000262719870079,0.358407080173,0.922685205936,0.151685386896,2026-03-20,226,11
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_4,外地的朋友想购买生长贴？戳这里→,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=4&sn=ecb9a2a72887c7b4a5260a03dede2d20&chksm=87f0daadb08753bbfdcf33ec994e6716699effbc26635b02faa11de32b4a8b732b2975bf1007#rd,2026-03-13,4,1477,"公众号消息:162,聊天会话:9,公众号主页:6,其他:2,搜一搜:66,朋友圈:0,推荐:0",1477,0,82,2,1,0,3,0.000285641755909,0.345679014921,0.907631576061,0.159574463964,2026-03-21,243,11
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491415_4,外地的朋友想购买生长贴？戳这里→,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491415&idx=4&sn=ecb9a2a72887c7b4a5260a03dede2d20&chksm=87f0daadb08753bbfdcf33ec994e6716699effbc26635b02faa11de32b4a8b732b2975bf1007#rd,2026-03-13,4,1735,"公众号消息:175,聊天会话:9,公众号主页:6,其他:2,搜一搜:68,朋友圈:0,推荐:0",1735,0,93,2,1,0,3,0.000308563612634,0.325581401587,0.939710855484,0.170103088021,2026-03-22,258,11
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_1,12年后，她拥有了全新的左耳,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=1&sn=82bae83978a003cb574d906593299ed7&chksm=87f0d56ab0875c7c8206b7d2d43f412f020ffde0553b6646b9858bfd08f2c63a66be98d7eac6#rd,2026-03-20,1,820,"公众号消息:796,聊天会话:2,朋友圈:21,公众号主页:1,推荐:1,搜一搜:1,其他:0",820,0,8,5,1,1,0,0.00140160089359,0.191463410854,1.24824440479,0.208744704723,2026-03-20,820,8
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_1,12年后，她拥有了全新的左耳,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=1&sn=82bae83978a003cb574d906593299ed7&chksm=87f0d56ab0875c7c8206b7d2d43f412f020ffde0553b6646b9858bfd08f2c63a66be98d7eac6#rd,2026-03-20,1,2143,"公众号消息:1249,聊天会话:5,朋友圈:61,公众号主页:7,推荐:2,搜一搜:5,其他:0",2143,0,22,13,2,1,0,0.00219924561679,0.206349208951,1.40654861927,0.205550730228,2026-03-21,1323,14
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_1,12年后，她拥有了全新的左耳,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=1&sn=82bae83978a003cb574d906593299ed7&chksm=87f0d56ab0875c7c8206b7d2d43f412f020ffde0553b6646b9858bfd08f2c63a66be98d7eac6#rd,2026-03-20,1,3615,"公众号消息:1385,聊天会话:6,朋友圈:62,公众号主页:9,推荐:3,搜一搜:13,其他:0",3615,0,37,18,2,2,0,0.00243871519342,0.200407609344,1.42183589935,0.222745090723,2026-03-22,1472,15
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_2,不疼就不管了？疼起来就晚了！这个部位，劝你一次性解决,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=2&sn=9274d5483c23c85063fe2bd639eea60c&chksm=87f0d56ab0875c7cc4332180a7e0169aeffd0c4f604ab322604c965c2f6b21b69f1357941d04#rd,2026-03-20,2,140,"公众号消息:136,聊天会话:1,公众号主页:1,搜一搜:3,朋友圈:0,其他:0,推荐:0",140,0,1,0,0,0,0,0.000239469503867,0.092857144773,0.936006307602,0.428571432829,2026-03-20,140,1
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_2,不疼就不管了？疼起来就晚了！这个部位，劝你一次性解决,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=2&sn=9274d5483c23c85063fe2bd639eea60c&chksm=87f0d56ab0875c7cc4332180a7e0169aeffd0c4f604ab322604c965c2f6b21b69f1357941d04#rd,2026-03-20,2,412,"公众号消息:254,聊天会话:1,公众号主页:4,其他:1,搜一搜:14,朋友圈:0,推荐:0",412,0,2,1,0,0,0,0.000447244528914,0.0955882370472,1.02815318108,0.420091331005,2026-03-21,272,1
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_2,不疼就不管了？疼起来就晚了！这个部位，劝你一次性解决,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=2&sn=9274d5483c23c85063fe2bd639eea60c&chksm=87f0d56ab0875c7cc4332180a7e0169aeffd0c4f604ab322604c965c2f6b21b69f1357941d04#rd,2026-03-20,2,735,"公众号消息:296,聊天会话:2,公众号主页:6,其他:1,搜一搜:20,朋友圈:0,推荐:0",735,0,4,1,0,0,0,0.000521198322531,0.0959752351046,1.08524167538,0.426356583834,2026-03-22,323,2
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_3,这是最好的补药，很多人却不要——建议你今晚就用上,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=3&sn=1c6ac5615e6ab691c5784e4be18aad03&chksm=87f0d56ab0875c7c278f2793a16c2b04dd33eb529abb877a55f1a6a5bf871250aa56781906d8#rd,2026-03-20,3,130,"公众号消息:129,公众号主页:1,聊天会话:0,朋友圈:0,其他:0,推荐:0,搜一搜:0",130,0,2,0,0,0,0,0.000227143871598,0.169230774045,2.31696176529,0.0884955748916,2026-03-20,130,2
1005657,杭州师范大学附属医院,订阅号,wxb946acbb0c6d9de6,2649491472_3,这是最好的补药，很多人却不要——建议你今晚就用上,,http://mp.weixin.qq.com/s?__biz=MzA4NDM1NjExNw==&mid=2649491472&idx=3&sn=1c6ac5615e6ab691c5784e4be18aad03&chksm=87f0d56ab0875c7c278f2793a16c2b04dd33eb529abb877a55f1a6a5bf871250aa56781906d8#rd,2026-03-20,3,374,"公众号消息:239,公众号主页:3,其他:1,搜一搜:1,聊天会话:0,朋友圈:0,推荐:0",374,0,5,0,1,0,0,0.000420832424425,0.176229506731,2.40524697304,0.117924526334,2026-03-21,244,3
