医院组织 id,公众号名称,公众号类型,公众号 appid,文章 id,文章标题,文章内容,文章 url,文章发布日期,oa_文章位置,oa_推送人数,oa_阅读来源,oa_阅读人数,oa_原文页阅读人数,oa_分享人数,oa_拇指赞人数,oa_收藏人数,oa_留言条数,oa_阅读后关注人数,oa_阅读送达率,oa_阅读完成率,oa_平均阅读时长（分钟）,oa_阅读跳出率,oa_统计日期,oa_每日阅读人数,oa_每日分享人数
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,7819,"公众号消息:7748,聊天会话:12,朋友圈:30,公众号主页:14,推荐:13,搜一搜:16,其他:0",7819,0,23,32,4,3,1,0.0042539848946,0.355799973011,0.412765949965,0.019917583093,2026-03-17,7819,23
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,20752,"公众号消息:12795,聊天会话:21,朋友圈:34,公众号主页:42,其他:1,推荐:18,搜一搜:48",20752,0,60,52,12,4,1,0.00702500529587,0.364184647799,0.431085675955,0.021428572014,2026-03-18,12933,37
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,34305,"公众号消息:13375,聊天会话:24,朋友圈:34,公众号主页:57,其他:3,推荐:19,搜一搜:73",34305,0,101,58,14,4,1,0.0073434500955,0.367003619671,0.438153684139,0.0214149747044,2026-03-19,13553,41
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,48112,"公众号消息:13585,聊天会话:27,朋友圈:34,公众号主页:75,其他:3,推荐:19,搜一搜:99",48112,0,142,59,14,4,2,0.00745874922723,0.36800172925,0.441559702158,0.0216662772,2026-03-20,13807,41
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,62066,"公众号消息:13688,聊天会话:30,朋友圈:34,公众号主页:89,其他:4,推荐:19,搜一搜:127",62066,0,184,61,14,4,2,0.00751530053094,0.367349863052,0.441555678844,0.0218330509961,2026-03-21,13954,42
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,76158,"公众号消息:13780,聊天会话:30,朋友圈:34,公众号主页:103,其他:4,推荐:19,搜一搜:160",76158,0,226,63,14,4,2,0.00756581220776,0.367726355791,0.442870229483,0.0221627820283,2026-03-22,14092,42
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,90400,"公众号消息:13876,聊天会话:30,朋友圈:34,公众号主页:120,其他:5,推荐:19,搜一搜:196",90400,0,269,64,14,4,2,0.00761852040887,0.368698209524,0.445604711771,0.0219397787005,2026-03-23,14242,43
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,104779,"公众号消息:13967,聊天会话:30,朋友圈:34,公众号主页:138,其他:5,推荐:19,搜一搜:225",104779,0,313,64,14,4,2,0.00766848353669,0.36880171299,0.446987479925,0.0218874141574,2026-03-24,14379,44
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,119283,"公众号消息:14032,聊天会话:36,朋友圈:34,公众号主页:161,其他:5,推荐:19,搜一搜:259",119283,0,360,64,14,5,3,0.00770417135209,0.369553238153,0.447632282972,0.0217003561556,2026-03-25,14504,47
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,133922,"公众号消息:14112,聊天会话:36,朋友圈:34,公众号主页:188,其他:6,推荐:19,搜一搜:290",133922,0,407,64,14,5,3,0.00774809485301,0.369697391987,0.448429614305,0.0218063946813,2026-03-26,14639,47
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,148700,"公众号消息:14190,聊天会话:36,朋友圈:34,公众号主页:206,其他:7,推荐:19,搜一搜:333",148700,0,456,66,14,5,4,0.00779091985896,0.370144814253,0.449414730072,0.0216200426221,2026-03-27,14778,49
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,163599,"公众号消息:14260,聊天会话:36,朋友圈:34,公众号主页:224,其他:7,推荐:19,搜一搜:366",163599,0,506,70,14,5,6,0.00782935321331,0.370763152838,0.451486229897,0.0214632730931,2026-03-28,14899,50
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,178641,"公众号消息:14346,聊天会话:36,朋友圈:34,公众号主页:246,其他:8,推荐:19,搜一搜:400",178641,0,557,71,14,5,7,0.00787657033652,0.371426671743,0.453349798918,0.0213957503438,2026-03-29,15042,51
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_1,【市中医|通知】上海市中医医院2026年清明节门诊安排,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=1&sn=c33a8efe1abdb557e009b18b8326772f&chksm=fbd90fb2ccae86a408958b7d0fdfc6fad38b008205b46f680fabb9b3c54a0f9acc4a72203542#rd,2026-03-17,1,193829,"公众号消息:14420,聊天会话:38,朋友圈:34,公众号主页:273,其他:8,推荐:19,搜一搜:446",193829,0,610,71,14,6,8,0.00791720021516,0.371740847826,0.454676985741,0.0213356092572,2026-03-30,15188,53
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,226,"公众号消息:223,公众号主页:3,搜一搜:1,聊天会话:0,朋友圈:0,其他:0,推荐:0",226,0,3,2,0,0,0,0.000122436584206,0.33185839653,0.979249477386,0.107382550836,2026-03-17,226,3
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,564,"公众号消息:321,聊天会话:4,公众号主页:8,搜一搜:7,朋友圈:0,其他:0,推荐:0",564,0,7,5,0,0,0,0.00017624280008,0.334319531918,1.00063288212,0.102127656341,2026-03-18,338,4
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,950,"公众号消息:361,聊天会话:5,公众号主页:10,搜一搜:13,朋友圈:0,其他:0,推荐:0",950,0,12,6,0,0,0,0.000198204521439,0.331606209278,0.99434196949,0.115241639316,2026-03-19,386,5
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,1382,"公众号消息:394,聊天会话:6,公众号主页:17,搜一搜:18,朋友圈:0,其他:0,推荐:0",1382,0,18,6,0,0,0,0.000216322936467,0.317129641771,1.05468225479,0.13131313026,2026-03-20,432,6
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,1836,"公众号消息:409,聊天会话:6,公众号主页:20,搜一搜:22,朋友圈:0,其他:0,推荐:0",1836,0,24,6,0,0,0,0.000224558578338,0.3149779737,1.01420331001,0.136507943273,2026-03-21,454,6
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,2316,"公众号消息:424,聊天会话:6,公众号主页:26,搜一搜:27,朋友圈:0,其他:0,推荐:0",2316,0,30,6,0,0,0,0.000232794234762,0.3125,1.01592922211,0.14880952239,2026-03-22,480,6
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,2827,"公众号消息:445,聊天会话:6,公众号主页:29,搜一搜:34,朋友圈:0,其他:0,推荐:0",2827,0,36,7,0,0,0,0.000244324124651,0.307240694761,1.04124772549,0.154929578304,2026-03-23,511,6
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,3369,"公众号消息:466,聊天会话:7,公众号主页:32,搜一搜:40,朋友圈:0,其他:0,推荐:0",3369,0,43,7,0,0,0,0.000255854043644,0.309963107109,1.06890356541,0.15159574151,2026-03-24,542,7
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,3938,"公众号消息:486,聊天会话:7,公众号主页:33,搜一搜:46,朋友圈:0,其他:0,推荐:0",3938,0,50,8,0,0,0,0.000266834889771,0.311072051525,1.02993369102,0.150753766298,2026-03-25,569,7
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,4532,"公众号消息:502,聊天会话:10,公众号主页:38,搜一搜:49,朋友圈:0,其他:0,推荐:0",4532,0,59,8,0,0,0,0.000275619589956,0.30639731884,1.10386133194,0.157517895103,2026-03-26,594,9
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,5145,"公众号消息:512,聊天会话:10,公众号主页:42,搜一搜:54,朋友圈:0,其他:0,推荐:0",5145,0,68,8,0,0,0,0.000281109998468,0.301794439554,1.12608206272,0.156321838498,2026-03-27,613,9
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,5773,"公众号消息:521,聊天会话:10,公众号主页:43,搜一搜:59,朋友圈:0,其他:0,推荐:0",5773,0,77,8,0,0,0,0.000286051392322,0.30254778266,1.14016997814,0.156599551439,2026-03-28,628,9
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,6413,"公众号消息:526,聊天会话:10,公众号主页:46,搜一搜:63,朋友圈:0,其他:0,推荐:0",6413,0,86,8,0,0,0,0.00028879661113,0.300000011921,1.13798117638,0.153846159577,2026-03-29,640,9
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_2,【市中医|医疗】血液病临床医学中心生物治疗科层流病房启用 系沪上中医类医院首个配备层流及移植病房的血液病专科,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=2&sn=d10b0e5a3eb6ba910ae9545b0f62dc85&chksm=fbd90fb2ccae86a41f93c28bdabbf26a3e003cc720adc8a3178fbbf808a8df01200e32487c9f#rd,2026-03-17,2,7073,"公众号消息:537,聊天会话:10,公众号主页:48,搜一搜:70,朋友圈:0,其他:0,推荐:0",7073,0,95,8,0,0,0,0.000294836092507,0.300000011921,1.19771933556,0.157446801662,2026-03-30,660,9
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,290,"公众号消息:278,聊天会话:1,公众号主页:8,搜一搜:3,朋友圈:0,其他:0,推荐:0",290,0,4,2,0,0,0,0.000152633947437,0.113793104887,0.493040293455,0.519336998463,2026-03-17,290,4
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,732,"公众号消息:415,聊天会话:1,公众号主页:13,搜一搜:14,朋友圈:0,其他:0,推荐:0",732,0,9,2,1,0,0,0.000227852840908,0.126696839929,0.629712641239,0.526132404804,2026-03-18,442,5
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,1246,"公众号消息:477,聊天会话:1,公众号主页:19,搜一搜:19,朋友圈:0,其他:0,推荐:0",1246,0,14,2,1,0,0,0.000261893495917,0.112840466201,0.60870206356,0.549253702164,2026-03-19,514,5
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,1806,"公众号消息:509,聊天会话:1,公众号主页:29,搜一搜:23,朋友圈:0,其他:0,推荐:0",1806,0,21,2,2,0,0,0.000279462896287,0.107142858207,0.720630645752,0.549180328846,2026-03-20,560,7
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,2390,"公众号消息:525,聊天会话:4,公众号主页:32,搜一搜:27,朋友圈:0,其他:0,推荐:0",2390,0,29,2,3,0,0,0.000288247567369,0.109589040279,0.768846154213,0.558441579342,2026-03-21,584,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,3008,"公众号消息:551,聊天会话:4,公众号主页:37,搜一搜:30,朋友圈:0,其他:0,推荐:0",3008,0,37,2,3,0,0,0.000302522676066,0.11165048182,0.767740666866,0.555555582047,2026-03-22,618,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,3668,"公众号消息:571,聊天会话:4,公众号主页:47,搜一搜:42,朋友圈:0,其他:0,推荐:0",3668,0,45,2,3,0,0,0.000313503551297,0.112121209502,0.748962938786,0.552809000015,2026-03-23,660,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,4357,"公众号消息:590,聊天会话:4,公众号主页:53,搜一搜:46,朋友圈:0,其他:0,推荐:0",4357,0,53,2,4,0,0,0.000323935353663,0.111756168306,0.742056727409,0.556034505367,2026-03-24,689,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,5083,"公众号消息:616,聊天会话:4,公众号主页:59,搜一搜:51,朋友圈:0,其他:0,推荐:0",5083,0,61,2,4,0,0,0.000338210491464,0.108815424144,0.746613025665,0.561224460602,2026-03-25,726,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,5844,"公众号消息:637,聊天会话:4,公众号主页:65,搜一搜:59,朋友圈:0,其他:0,推荐:0",5844,0,69,2,4,0,0,0.000349740381353,0.10775295645,0.732853472233,0.566147863865,2026-03-26,761,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,6632,"公众号消息:654,聊天会话:4,公众号主页:69,搜一搜:65,朋友圈:0,其他:0,推荐:0",6632,0,77,2,4,0,0,0.000359074125299,0.106598988175,0.731234550476,0.571428596973,2026-03-27,788,8
1003041,上海市中医医院,服务号,wx7193cbf779af3716,2247492274_3,【市中医|医疗】我院开设中西医结合辅助生殖多学科联合门诊，提供一站式、全周期、身心同治的精准诊疗服务,,http://mp.weixin.qq.com/s?__biz=MzU1NDk1NzkzNQ==&mid=2247492274&idx=3&sn=38694eee28eb6b531f9d159917ed7162&chksm=fbd90fb2ccae86a491eb2790e54e644588996ccc8344f8e53b345cd8b08d0680ed71495865cd#rd,2026-03-17,3,7444,"公众号消息:670,聊天会话:4,公众号主页:73,搜一搜:69,朋友圈:0,其他:0,推荐:0",7444,0,85,2,4,0,0,0.00036785879638,0.107142858207,0.724266886711,0.566484510899,2026-03-28,812,8
